"�..Key","Item.Type","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Url","Abstract.Note","Date","Date.Added","Date.Modified","Access.Date","Pages","Num.Pages","Issue","Volume","Number.Of.Volumes","Journal.Abbreviation","Short.Title","Series","Series.Number","Series.Text","Series.Title","Publisher","Place","Language","Rights","Type","Archive","Archive.Location","Library.Catalog","Call.Number","Extra","Notes","File.Attachments","Link.Attachments","Manual.Tags","Automatic.Tags","Editor","Series.Editor","Translator","Contributor","Attorney.Agent","Book.Author","Cast.Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed.Author","Scriptwriter","Words.By","Guest","Number","Edition","Running.Time","Scale","Medium","Artwork.Size","Filing.Date","Application.Number","Assignee","Issuing.Authority","Country","Meeting.Name","Conference.Name","Court","References","Reporter","Legal.Status","Priority.Numbers","Programming.Language","Version","System","Code","Code.Number","Section","Session","Committee","History","Legislative.Body","Cat","Score"
"HV2ZN5JN","journalArticle",2018,"Chan, Wing Yan; Peplow, Lesa M.; Menéndez, Patricia; Hoffmann, Ary A.; van Oppen, Madeleine J. H.","Interspecific Hybridization May Provide Novel Opportunities for Coral Reef Restoration","Frontiers in Marine Science",NA,"2296-7745","10.3389/fmars.2018.00160","http://journal.frontiersin.org/article/10.3389/fmars.2018.00160/full","","2018-05-14","2020-08-14 18:26:25","2020-08-18 03:38:39","2020-08-14 18:26:25","160",NA,"","5",NA,"Front. Mar. Sci.","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"DOI.org (Crossref)",NA,NA,"<p>2 restoration, genetic rescue using hybridization</p>","C:\Users\trase\Zotero\storage\7WSFQTA9\Chan et al. - 2018 - Interspecific Hybridization May Provide Novel Oppo.pdf",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aquatic and Marine","<p>2 restoration, genetic rescue using hybridization</p>"
"LYG5ADVD","journalArticle",2004,"Maitland, Peter S.","Ireland's Most Threatened and Rare Freshwater Fish: an International Perspective on Fish Conservation","Biology & Environment: Proceedings of the Royal Irish Academy",NA,"0791-7945, 2009-003X","10.3318/BIOE.2004.104.3.5","http://www.jstor.org/stable/20500221","","2004-01-01","2020-08-14 18:25:51","2020-08-14 18:25:51","2020-08-14 18:25:51","5-16",NA,"3","104",NA,"Biology & Environment: Proceedings of the Royal Irish Academy","Ireland's Most Threatened and Rare Freshwater Fish",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"DOI.org (Crossref)",NA,NA,"<p>1 management, translocation</p>","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aquatic and Marine","<p>1 management, translocation</p>"
"88PVCCFP","journalArticle",2011,"Sundermann, Andrea; Stoll, Stefan; Haase, Peter","River restoration success depends on the species pool of the immediate surroundings","Ecological Applications",NA,"1051-0761","10.1890/10-0607.1","http://doi.wiley.com/10.1890/10-0607.1","","2011-09","2020-08-14 18:24:30","2020-08-14 18:24:30","2020-08-14 18:24:30","1962-1971",NA,"6","21",NA,"Ecological Applications","",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,NA,"<p>1 assessing river restoration projects</p>","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aquatic and Marine","<p>1 assessing river restoration projects</p>"
"5LS9FEBA","journalArticle",2017,"Gibbin, Emma M.; Massamba N’Siala, Gloria; Chakravarti, Leela J.; Jarrold, Michael D.; Calosi, Piero","The evolution of phenotypic plasticity under global change","Scientific Reports",NA,"2045-2322","10.1038/s41598-017-17554-0","http://www.nature.com/articles/s41598-017-17554-0","","2017-12","2020-08-19 01:22:17","2020-08-19 01:24:32","2020-08-19 01:22:17","17253",NA,"1","7",NA,"Sci Rep","",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,"16","<p>1 phenotype associate with adaptive capacity - plasticity</p>","C:\Users\trase\Zotero\storage\B54I5NRH\Gibbin et al. - 2017 - The evolution of phenotypic plasticity under globa.pdf",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aquatic and Marine","<p>1 phenotype associate with adaptive capacity - plasticity</p>"
"TRSAD45T","journalArticle",2011,"Collyer, Michael L.; Heilveil, Jeffrey S.; Stockwell, Craig A.","Contemporary Evolutionary Divergence for a Protected Species following Assisted Colonization","PLoS ONE",NA,"1932-6203","10.1371/journal.pone.0022310","https://dx.plos.org/10.1371/journal.pone.0022310","","2011-08-31","2020-08-19 01:21:35","2020-08-19 01:21:35","2020-08-19 01:21:35","e22310",NA,"8","6",NA,"PLoS ONE","",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,NA,"<p>2 Follow up to AM, using limited msats and morphometrics</p>","C:\Users\trase\Zotero\storage\4U7IFL53\Collyer et al. - 2011 - Contemporary Evolutionary Divergence for a Protect.pdf",NA,NA,NA,"Hofreiter, Michael",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aquatic and Marine","<p>2 Follow up to AM, using limited msats and morphometrics</p>"
"2C8FRB5U","journalArticle",2020,"Chakona, Albert; Gouws, Gavin; Kadye, Wilbert T.; Jordaan, Martine S.; Swartz, Ernst R.","Reconstruction of the historical distribution ranges of imperilled stream fishes from a global endemic hotspot based on molecular data: Implications for conservation of threatened taxa","Aquatic Conservation: Marine and Freshwater Ecosystems",NA,"1052-7613, 1099-0755","10.1002/aqc.3251","https://onlinelibrary.wiley.com/doi/abs/10.1002/aqc.3251","","2020-01","2020-08-19 01:21:24","2020-08-19 01:25:24","2020-08-19 01:21:24","144-158",NA,"1","30",NA,"Aquatic Conserv: Mar Freshw Ecosyst","Reconstruction of the historical distribution ranges of imperilled stream fishes from a global endemic hotspot based on molecular data",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,"0","<p>1 using genetics to look at range change</p>","C:\Users\trase\Zotero\storage\VU7YP9HT\Chakona et al. - 2020 - Reconstruction of the historical distribution rang.pdf",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aquatic and Marine","<p>1 using genetics to look at range change</p>"
"KVH3B4SH","journalArticle",2013,"Capinha, César; Larson, Eric R.; Tricarico, Elena; Olden, Julian D.; Gherardi, Francesca","Effects of Climate Change, Invasive Species, and Disease on the Distribution of Native European Crayfishes: Global Change and European Crayfishes","Conservation Biology",NA,"08888892","10.1111/cobi.12043","http://doi.wiley.com/10.1111/cobi.12043","","2013-08","2020-08-19 01:21:13","2020-08-19 01:25:24","2020-08-19 01:21:13","731-740",NA,"4","27",NA,"Conservation Biology","Effects of Climate Change, Invasive Species, and Disease on the Distribution of Native European Crayfishes",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,"0","<p>1 using modelling to predict species distributions, mentions AM, but does not focus on genomics/genetics</p>","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aquatic and Marine","<p>1 using modelling to predict species distributions, mentions AM, but does not focus on genomics/genetics</p>"
"WFHQQMLM","journalArticle",2015,"Kenkel, Carly D.; Almanza, Albert T.; Matz, Mikhail V.","Fine-scale environmental specialization of reef-building corals might be limiting reef recovery in the Florida Keys","Ecology",NA,"0012-9658","10.1890/14-2297.1","http://doi.wiley.com/10.1890/14-2297.1","","2015-12","2020-08-19 01:26:10","2020-08-19 01:26:10","2020-08-19 01:26:10","3197-3212",NA,"12","96",NA,"Ecology","",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,NA,"<p>1 restoration of coral reefs using reciprocal transplants to test for adaptation vs plasticity, not AM</p>","C:\Users\trase\Zotero\storage\JNZKWMN2\Kenkel et al. - 2015 - Fine-scale environmental specialization of reef-bu.pdf",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aquatic and Marine","<p>1 restoration of coral reefs using reciprocal transplants to test for adaptation vs plasticity, not AM</p>"
"ZT9Q2NSB","journalArticle",2013,"Green, Bridget S.; Pederson, Hugh; Gardner, Caleb","Overlap of Home Ranges of Resident and Introduced Southern Rock Lobster after Translocation","Reviews in Fisheries Science",NA,"1064-1262, 1547-6553","10.1080/10641262.2013.799389","http://www.tandfonline.com/doi/abs/10.1080/10641262.2013.799389","","2013-10-02","2020-08-19 01:23:10","2020-08-19 01:26:02","2020-08-19 01:23:10","258-266",NA,"3-4","21",NA,"Reviews in Fisheries Science","",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,"7","<p>1 no genetics, AM as a restoration tool for lobsters</p>","C:\Users\trase\Zotero\storage\SNUNXTBT\Green et al. - 2013 - Overlap of Home Ranges of Resident and Introduced .pdf",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aquatic and Marine","<p>1 no genetics, AM as a restoration tool for lobsters</p>"
"R5ZGJI94","journalArticle",2010,"Green, Bridget S.; Gardner, Caleb; Linnane, Adrian; Hawthorne, Peter J.","The Good, the Bad and the Recovery in an Assisted Migration","PLoS ONE",NA,"1932-6203","10.1371/journal.pone.0014160","https://dx.plos.org/10.1371/journal.pone.0014160","","2010-11-30","2020-08-19 01:23:07","2020-08-19 01:26:02","2020-08-19 01:23:07","e14160",NA,"11","5",NA,"PLoS ONE","",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,"40","<p>1 AM to look at resilience, translocations, no genetics/genomics</p>","C:\Users\trase\Zotero\storage\6GRRLJXM\Green et al. - 2010 - The Good, the Bad and the Recovery in an Assisted .pdf",NA,NA,NA,"Unsworth, Richard Kazimierz Frank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aquatic and Marine","<p>1 AM to look at resilience, translocations, no genetics/genomics</p>"
"CHJVL2SY","journalArticle",2018,"Harvey, Bethany J.; Nash, Kirsty L.; Blanchard, Julia L.; Edwards, David P.","Ecosystem-based management of coral reefs under climate change","Ecology and Evolution",NA,"20457758","10.1002/ece3.4146","http://doi.wiley.com/10.1002/ece3.4146","","2018-06","2020-08-19 01:23:58","2020-08-19 01:25:53","2020-08-19 01:23:58","6354-6368",NA,"12","8",NA,"Ecol Evol","",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,"17","<p>1 review - mentions AM, but not focused on it or genomics</p>","C:\Users\trase\Zotero\storage\IWQ9PJ3E\Harvey et al. - 2018 - Ecosystem-based management of coral reefs under cl.pdf",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aquatic and Marine","<p>1 review - mentions AM, but not focused on it or genomics</p>"
"8ZVKC8M4","journalArticle",2012,"Hiddink, J.G.; Ben Rais Lasram, F.; Cantrill, J.; Davies, A. J.","Keeping pace with climate change: what can we learn from the spread of Lessepsian migrants?","Global Change Biology",NA,"13541013","10.1111/j.1365-2486.2012.02698.x","http://doi.wiley.com/10.1111/j.1365-2486.2012.02698.x","","2012-07","2020-08-19 01:24:14","2020-08-19 01:25:51","2020-08-19 01:24:14","2161-2172",NA,"7","18",NA,"Glob Change Biol","Keeping pace with climate change",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,"29","<p>1 range shifts and non-native species</p>","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aquatic and Marine","<p>1 range shifts and non-native species</p>"
"4EI9ARXT","journalArticle",2013,"Hiscock, Keith; Bayley, Daniel; Pade, Nicolas; Lacey, Claire; Cox, Eilis; Enever, Robert","Prioritizing action for recovery and conservation of marine species: a case study based on species of conservation importance around England: RECOVERY AND CONSERVATION OF MARINE SPECIES","Aquatic Conservation: Marine and Freshwater Ecosystems",NA,"10527613","10.1002/aqc.2283","http://doi.wiley.com/10.1002/aqc.2283","","2013-01","2020-08-19 01:24:20","2020-08-19 01:25:50","2020-08-19 01:24:20","88-110",NA,"1","23",NA,"Aquatic Conserv: Mar. Freshw. Ecosyst.","Prioritizing action for recovery and conservation of marine species",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,"9","<p>1 restoration not genetics</p>","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aquatic and Marine","<p>1 restoration not genetics</p>"
"T9F4TGT5","journalArticle",2013,"Howells, Emily J.; Berkelmans, Ray; van Oppen, Madeleine J. H.; Willis, Bette L.; Bay, Line K.","Historical thermal regimes define limits to coral acclimatization","Ecology",NA,"0012-9658","10.1890/12-1257.1","http://doi.wiley.com/10.1890/12-1257.1","","2013-05","2020-08-19 01:24:51","2020-08-19 01:25:47","2020-08-19 01:24:51","1078-1088",NA,"5","94",NA,"Ecology","",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,"106","<p>1 microalgae and acclimation</p>","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aquatic and Marine","<p>1 microalgae and acclimation</p>"
"DQDDEBPJ","journalArticle",2017,"James, J.; Nutbeam-Tuffs, S.; Cable, J.; Mrugała, A.; Viñuela-Rodriguez, N.; Petrusek, A.; Oidtmann, B.","The prevalence of <i>Aphanomyces astaci</i> in invasive signal crayfish from the UK and implications for native crayfish conservation","Parasitology",NA,"0031-1820, 1469-8161","10.1017/S0031182016002419","https://www.cambridge.org/core/product/identifier/S0031182016002419/type/journal_article","SUMMARY                            The crayfish plague agent,               Aphanomyces astaci               , has spread throughout Europe, causing a significant decline in native European crayfish. The introduction and dissemination of this pathogen is attributed to the spread of invasive North American crayfish, which can act as carriers for               A. astaci               . As native European crayfish often succumb to infection with               A. astaci               , determining the prevalence of this pathogen in non-native crayfish is vital to prioritize native crayfish populations for managed translocation. In the current study, 23 populations of invasive signal crayfish (               Pacifastacus leniusculus               ) from the UK were tested for               A. astaci               presence using quantitative PCR. Altogether, 13 out of 23 (56·5%) populations were found to be infected, and pathogen prevalence within infected sites varied from 3 to 80%. Microsatellite pathogen genotyping revealed that at least one UK signal crayfish population was infected with the               A. astaci               genotype group B, known to include virulent strains. Based on recent crayfish distribution records and the average rate of signal crayfish population dispersal, we identified one native white-clawed crayfish (               Austropotamobius pallipes               ) population predicted to come into contact with infected signal crayfish within 5 years. This population should be considered as a priority for translocation.","2017-04","2020-08-19 01:25:12","2020-08-19 01:25:43","2020-08-19 01:25:12","411-418",NA,"4","144",NA,"Parasitology","",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,"0","<p>1 crayfish pathogen invasion</p>","C:\Users\trase\Zotero\storage\LIQPHSUI\James et al. - 2017 - The prevalence of Aphanomyces astaci in inv.pdf",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aquatic and Marine","<p>1 crayfish pathogen invasion</p>"
"2FJGFEN3","journalArticle",2016,"Jin, Young K.; Lundgren, Petra; Lutz, Adrian; Raina, Jean-Baptiste; Howells, Emily J.; Paley, Allison S.; Willis, Bette L.; van Oppen, Madeleine J. H.","Genetic markers for antioxidant capacity in a reef-building coral","Science Advances",NA,"2375-2548","10.1126/sciadv.1500842","https://advances.sciencemag.org/lookup/doi/10.1126/sciadv.1500842","The current lack of understanding of the genetic basis underlying environmental stress tolerance in reef-building corals impairs the development of new management approaches to confronting the global demise of coral reefs. On the Great Barrier Reef (GBR), an approximately 51% decline in coral cover occurred over the period 1985–2012. We conducted a gene-by-environment association analysis across 12° latitude on the GBR, as well as both in situ and laboratory genotype-by-phenotype association analyses. These analyses allowed us to identify alleles at two genetic loci that account for differences in environmental stress tolerance and antioxidant capacity in the common coral               Acropora millepora               . The effect size for antioxidant capacity was considerable and biologically relevant (32.5 and 14.6% for the two loci). Antioxidant capacity is a critical component of stress tolerance because a multitude of environmental stressors cause increased cellular levels of reactive oxygen species. Our findings provide the first step toward the development of novel coral reef management approaches, such as spatial mapping of stress tolerance for use in marine protected area design, identification of stress-tolerant colonies for assisted migration, and marker-assisted selective breeding to create more tolerant genotypes for restoration of denuded reefs.","2016-05","2020-08-19 01:25:31","2020-08-19 01:25:31","2020-08-19 01:25:31","e1500842",NA,"5","2",NA,"Sci. Adv.","",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,NA,"<p>1 QTL and adaptation to bleaching</p>","C:\Users\trase\Zotero\storage\NS4DH4D9\Jin et al. - 2016 - Genetic markers for antioxidant capacity in a reef.pdf",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aquatic and Marine","<p>1 QTL and adaptation to bleaching</p>"
"FCDAQAI3","journalArticle",2020,"Jin, Young K.; Kininmonth, Stuart; Lundgren, Petra B.; van Oppen, Madeleine J. H.; Willis, Bette L.","Predicting the spatial distribution of allele frequencies for a gene associated with tolerance to eutrophication and high temperature in the reef-building coral, Acropora millepora, on the Great Barrier Reef","Coral Reefs",NA,"0722-4028, 1432-0975","10.1007/s00338-019-01873-x","http://link.springer.com/10.1007/s00338-019-01873-x","","2020-02","2020-08-19 01:25:29","2020-08-19 01:25:29","2020-08-19 01:25:29","147-158",NA,"1","39",NA,"Coral Reefs","",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,NA,"<p>1 genes associated with adaptation - bleaching tolerance, but not related to AM</p>","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aquatic and Marine","<p>1 genes associated with adaptation - bleaching tolerance, but not related to AM</p>"
"QLQ2IX6Y","journalArticle",2016,"Esmaeili, Hamid Reza; Masoudi, Mojtaba; Ebrahimi, Mehregan; Elmi, Amir","Review Article Review of Aphanius farsicus: a critically endangered species (Teleostei: Cyprinodontidae) in Iran","",NA,"","","","The systematics, morphology, phylogeny, distribution, biology, economic importance and conservation of the Fars tooth-carp, Aphanius farsicus of Iran are described, the species is illustrated, and a bibliography on this endemic, critically endangered species is provided. Iran and central Anatolia show the highest diversity of Aphanius, and 14 extant (including Aphanius farsicus, an endemic species in the endorheic Lake Maharlu basin, South-western Iran) and one fossil species are known to occur in Iran based on data derived from fish morphometry and meristics, otoliths, scales and mtDNA sequences. Human-induced disturbance or anthropogenic activities, including hydrological alteration, introduction of exotic species, intensive aquaculture industry, water pollution, rapid sedimentation, natural disturbance (climate change and drought) and also limited distribution, have forced Aphanius farsicus populations to the edge of extinction. Aphanius farsicus can benefit from a combination of reintroduction, assisted colonization and capture release which potentially increase success rate of a conservation management plan. Encouraging the local communities, NGOs and media to involve voluntarily in longterm conservation programs is highly recommended.","2016","2020-08-30 19:41:39","2020-08-30 19:46:54","","18",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"Zotero",NA,"0","<p>1 systematics</p>","C:\Users\trase\Zotero\storage\7NGUXSGE\Esmaeili et al. - 2016 - Review Article Review of Aphanius farsicus a crit.pdf",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aquatic and Marine","<p>1 systematics</p>"
"4R9TK5JY","journalArticle",2016,"","The Newsletter of the IUCN/SSC Mollusc Specialist Group","",NA,"","","","","2016","2020-08-30 19:37:02","2020-08-30 19:46:54","","4",NA,"24",NA,NA,"","",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"Zotero",NA,"0","<p>1 - newsletter</p>","C:\Users\trase\Zotero\storage\GJGTRI6J\2016 - The Newsletter of the IUCNSSC Mollusc Specialist .pdf",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aquatic and Marine","<p>1 - newsletter</p>"
"YI9ZXQ4R","journalArticle",2008,"Brescia, Fabrice M; Pöllabauer, Christine M; Potter, Murray A; Robertson, Alastair W","A review of the ecology and conservation of Placostylus(Mollusca: Gastropoda: Bulimulidae) in New Caledonia","MOLLUSCAN RESEARCH",NA,"","","","Land snails of the genus Placostylus Beck, 1837 are found only in the Western Pacific, from the Melanesian Plateau to New Zealand. While the ecology of the New Zealand Placostylus species is generally well known, having been studied for more than 20 years, and there is some published information on the one species of Placostylus from Lord Howe Island, there is very little published information on the six New Caledonian species. These New Caledonian taxa are all endangered, but their conservation is hampered by a lack of information about the life-history, biology and ecology especially relating to Placostylus bondeensis, P. eddystonensis, P. scarabus and P. caledonicus. The data that is available comes mostly from studies on the two remaining species - P. fibratus and P. porphyrostomus. Here we review what is known of the activity patterns, growth rates, life-histories, habitat use, nutrition, movement patterns and causes of population decline in these two species and collate the available information from the limited and mostly unpublished literature. The two species are threatened in different ways Placostylus fibratus is favoured as food, and as a result, has been over-collected from the wild, while P. porphyrostomus is threatened by habitat modification and destruction, and by predation by introduced rodents. We make several recommendations for the conservation of New Caledonian Placostylus which ultimately may depend on the work we describe here on captive breeding and management. Translocations to predator-free sanctuaries coupled with augmentation of existing populations may be necessary to maintain populations of these species in the wild.","2008","2021-01-25 17:36:00","2021-01-25 17:36:00","","13",NA,"","28",NA,"","",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"Zotero",NA,NA,"<p>1 - review but not relevant</p>","C:\Users\trase\Zotero\storage\ADWCI7ZT\Brescia et al. - 2008 - A review of the ecology and conservation of Placos.pdf",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aquatic and Marine","<p>1 - review but not relevant</p>"
