"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"AYXFSXE8","journalArticle","2017","Wilhelmi, Nicholas P.; Shaw, David C.; Harrington, Constance A.; St. Clair, John Bradley; Ganio, Lisa M.","Climate of seed source affects susceptibility of coastal Douglas-fir to foliage diseases","Ecosphere","","21508925","10.1002/ecs2.2011","http://doi.wiley.com/10.1002/ecs2.2011","","2017-12","2020-08-14 17:21:38","2020-08-14 17:21:38","2020-08-14 17:21:38","e02011","","12","8","","Ecosphere","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p> <p> </p>","C:\Users\trase\Zotero\storage\44WHZYB5\Wilhelmi et al. - 2017 - Climate of seed source affects susceptibility of c.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4P85VX9P","journalArticle","2019","Bucharova, Anna; Bossdorf, Oliver; Hölzel, Norbert; Kollmann, Johannes; Prasse, Rüdiger; Durka, Walter","Mix and match: regional admixture provenancing strikes a balance among different seed-sourcing strategies for ecological restoration","Conservation Genetics","","1566-0621, 1572-9737","10.1007/s10592-018-1067-6","http://link.springer.com/10.1007/s10592-018-1067-6","","2019-02","2020-08-14 17:23:55","2020-08-18 03:38:39","2020-08-14 17:23:55","7-17","","1","20","","Conserv Genet","Mix and match","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>5</p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TM92AUQP","journalArticle","2018","Duwe, Virginia K.; Muller, Ludo A. H.; Reichel, Katja; Zippel, Elke; Borsch, Thomas; Ismail, Sascha A.","Genetic structure and genetic diversity of the endangered grassland plant Crepis mollis (Jacq.) Asch. as a basis for conservation management in Germany","Conservation Genetics","","1566-0621, 1572-9737","10.1007/s10592-017-1025-8","http://link.springer.com/10.1007/s10592-017-1025-8","","2018-06","2020-08-14 17:23:54","2020-08-14 17:23:54","2020-08-14 17:23:54","527-543","","3","19","","Conserv Genet","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>2</p> <p>&nbsp;</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EZ9RTMVG","journalArticle","2015","Xiao, Yue-E; Jiang, Kai; Tong, Xin; Hu, Yong-Hong; Chen, Xiao-Yong","Population genetic structure of Iris ensata on sky-islands and its implications for assisted migration","Conservation Genetics","","1566-0621, 1572-9737","10.1007/s10592-015-0722-4","http://link.springer.com/10.1007/s10592-015-0722-4","","2015-10","2020-08-14 17:23:48","2020-08-14 17:23:48","2020-08-14 17:23:48","1055-1067","","5","16","","Conserv Genet","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3a</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H54TM4AI","journalArticle","2014","Halbur, Michelle M.; Sloop, Christina M.; Zanis, Michael J.; Emery, Nancy C.","The population biology of mitigation: impacts of habitat creation on an endangered plant species","Conservation Genetics","","1566-0621, 1572-9737","10.1007/s10592-014-0569-0","http://link.springer.com/10.1007/s10592-014-0569-0","","2014-06","2020-08-14 17:23:42","2020-08-18 03:38:40","2020-08-14 17:23:42","679-695","","3","15","","Conserv Genet","The population biology of mitigation","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>2 - probably 2, they don't address AM specifically in their discussion of their results, but mention ""like at the northern edge of L. vinculans’ range, can be monitored to evaluate if this artificially-enhanced gene flow has negative or positive impacts on the fitness of nearby remnant populations."" which i think counts</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C5YAMWQB","journalArticle","2011","Sloop, Christina M.; Pickens, Carolina; Gordon, Sarah P.","Conservation genetics of Butte County meadowfoam (Limnanthes floccosa ssp. californica Arroyo), an endangered vernal pool endemic","Conservation Genetics","","1566-0621, 1572-9737","10.1007/s10592-010-0142-4","http://link.springer.com/10.1007/s10592-010-0142-4","","2011-02","2020-08-14 17:23:39","2020-08-14 17:23:39","2020-08-14 17:23:39","311-323","","1","12","","Conserv Genet","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>2</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWSFVQCY","journalArticle","2015","McCartan, Shelagh A.; Jinks, Richard L.; Barsoum, Nadia","Using thermal time models to predict the impact of assisted migration on the synchronization of germination and shoot emergence of oak (Quercus robur L.)","Annals of Forest Science","","1286-4560, 1297-966X","10.1007/s13595-014-0454-5","http://link.springer.com/10.1007/s13595-014-0454-5","","2015-06","2020-08-14 17:25:08","2020-08-14 17:25:08","2020-08-14 17:25:08","479-487","","4","72","","Annals of Forest Science","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b?</p>","C:\Users\trase\Zotero\storage\NIJKJ3MN\McCartan et al. - 2015 - Using thermal time models to predict the impact of.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2L4UVAT2","journalArticle","2014","Ren, Hai; Jian, ShuGuang; Liu, HongXiao; Zhang, QianMei; Lu, HongFang","Advances in the reintroduction of rare and endangered wild plant species","Science China Life Sciences","","1674-7305, 1869-1889","10.1007/s11427-014-4658-6","http://link.springer.com/10.1007/s11427-014-4658-6","","2014-06","2020-08-14 17:24:56","2020-08-14 17:24:56","2020-08-14 17:24:56","603-609","","6","57","","Sci. China Life Sci.","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>5</p> <p>&nbsp;</p>","C:\Users\trase\Zotero\storage\EJ6FAG8D\Ren et al. - 2014 - Advances in the reintroduction of rare and endange.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I4QJZDPA","journalArticle","2015","Montwé, David; Spiecker, Heinrich; Hamann, Andreas","Five decades of growth in a genetic field trial of Douglas-fir reveal trade-offs between productivity and drought tolerance","Tree Genetics & Genomes","","1614-2942, 1614-2950","10.1007/s11295-015-0854-1","http://link.springer.com/10.1007/s11295-015-0854-1","","2015-04","2020-08-14 17:24:55","2020-08-14 17:24:55","2020-08-14 17:24:55","29","","2","11","","Tree Genetics & Genomes","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JPDJ2T5W","journalArticle","2017","Potter, Kevin M.; Jetton, Robert M.; Bower, Andrew; Jacobs, Douglass F.; Man, Gary; Hipkins, Valerie D.; Westwood, Murphy","Banking on the future: progress, challenges and opportunities for the genetic conservation of forest trees","New Forests","","0169-4286, 1573-5095","10.1007/s11056-017-9582-8","http://link.springer.com/10.1007/s11056-017-9582-8","","2017-03","2020-08-14 17:24:47","2020-08-14 17:24:47","2020-08-14 17:24:47","153-180","","2","48","","New Forests","Banking on the future","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>5</p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HADCV2I8","journalArticle","2015","Dumroese, R. Kasten; Williams, Mary I.; Stanturf, John A.; Clair, J. Bradley St.","Considerations for restoring temperate forests of tomorrow: forest restoration, assisted migration, and bioengineering","New Forests","","0169-4286, 1573-5095","10.1007/s11056-015-9504-6","http://link.springer.com/10.1007/s11056-015-9504-6","","2015-11","2020-08-14 17:24:45","2020-08-14 17:24:45","2020-08-14 17:24:45","947-964","","5-6","46","","New Forests","Considerations for restoring temperate forests of tomorrow","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>5</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NWTFM7X5","journalArticle","2012","Potter, Kevin M.; Hargrove, William W.","Determining suitable locations for seed transfer under climate change: a global quantitative method","New Forests","","0169-4286, 1573-5095","10.1007/s11056-012-9322-z","http://link.springer.com/10.1007/s11056-012-9322-z","","2012-09","2020-08-14 17:24:40","2020-08-14 17:24:40","2020-08-14 17:24:40","581-599","","5-6","43","","New Forests","Determining suitable locations for seed transfer under climate change","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>2</p> <p> </p>","C:\Users\trase\Zotero\storage\VKAVSNQV\Potter and Hargrove - 2012 - Determining suitable locations for seed transfer u.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CDH5J57G","journalArticle","2011","McIntyre, Sue","Ecological and anthropomorphic factors permitting low-risk assisted colonization in temperate grassy woodlands","Biological Conservation","","00063207","10.1016/j.biocon.2011.03.023","https://linkinghub.elsevier.com/retrieve/pii/S0006320711001170","","2011-06","2020-08-14 17:25:35","2020-08-14 17:25:35","2020-08-14 17:25:35","1781-1789","","6","144","","Biological Conservation","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>5</p> <p>&nbsp;</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KEPHGVQV","journalArticle","2010","Vitt, Pati; Havens, Kayri; Kramer, Andrea T.; Sollenberger, David; Yates, Emily","Assisted migration of plants: Changes in latitudes, changes in attitudes","Biological Conservation","","00063207","10.1016/j.biocon.2009.08.015","https://linkinghub.elsevier.com/retrieve/pii/S0006320709003917","","2010-01","2020-08-14 17:25:31","2020-08-14 17:25:31","2020-08-14 17:25:31","18-27","","1","143","","Biological Conservation","Assisted migration of plants","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>5</p> <p>&nbsp;</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3M2GVP3Z","journalArticle","2016","Bucharova, Anna; Frenzel, Mark; Mody, Karsten; Parepa, Madalin; Durka, Walter; Bossdorf, Oliver","Plant ecotype affects interacting organisms across multiple trophic levels","Basic and Applied Ecology","","14391791","10.1016/j.baae.2016.09.001","https://linkinghub.elsevier.com/retrieve/pii/S1439179116301475","","2016-12","2020-08-14 17:25:26","2020-08-18 03:38:39","2020-08-14 17:25:26","688-695","","8","17","","Basic and Applied Ecology","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC928LK2","journalArticle","2019","Chakraborty, Debojyoti; Matulla, Christoph; Andre, Konrad; Weissenbacher, Lambert; Schueler, Silvio","Survival of Douglas-fir provenances in Austria: site-specific late and early frost events are more important than provenance origin","Annals of Forest Science","","1286-4560, 1297-966X","10.1007/s13595-019-0883-2","http://link.springer.com/10.1007/s13595-019-0883-2","","2019-12","2020-08-14 17:25:16","2020-08-18 03:38:39","2020-08-14 17:25:16","100","","4","76","","Annals of Forest Science","Survival of Douglas-fir provenances in Austria","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4JBHFUZD","journalArticle","2019","Silcock, J.L.; Simmons, C.L.; Monks, L.; Dillon, R.; Reiter, N.; Jusaitis, M.; Vesk, P.A.; Byrne, M.; Coates, D.J.","Threatened plant translocation in Australia: A review","Biological Conservation","","00063207","10.1016/j.biocon.2019.05.002","https://linkinghub.elsevier.com/retrieve/pii/S0006320718317713","","2019-08","2020-08-14 17:26:23","2020-08-14 17:26:23","2020-08-14 17:26:23","211-222","","","236","","Biological Conservation","Threatened plant translocation in Australia","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>5 - in this review they mention that 195 translocation experiments were informed by the result of genetic studies on the subject taxon.</p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IC3TIPA7","journalArticle","2017","Downing, Jason L.; Liu, Hong; Shao, Shicheng; Wang, Xilong; McCormick, Melissa; Deng, Rongyan; Gao, Jiangyun","Contrasting changes in biotic interactions of orchid populations subject to conservation introduction vs. conventional translocation in tropical China","Biological Conservation","","00063207","10.1016/j.biocon.2017.05.021","https://linkinghub.elsevier.com/retrieve/pii/S0006320716307480","","2017-08","2020-08-14 17:26:20","2020-08-14 17:26:20","2020-08-14 17:26:20","29-38","","","212","","Biological Conservation","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>2</p> <p>&nbsp;</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
